TYPE,TEETH OF GEAR,QTY,UNIT,Dia /size,DP/ B.SIZE,Pitch dia(in inch),Module,STORAGE LOCATION RACK AND SLOT NO,UNIQUE ID,
BEARING,6201-2RS,7,Nos,,,,,13D,BEARING--6201-2RS----,
BEARING,6307-ZZ,7,Nos,,,,,13 C,BEARING--6307-ZZ----,
BEARING,6211-ZZ,7,Nos,,,,,13 A,BEARING--6211-ZZ----,
BEARING,6210-ZZ,3,Nos,,,,,13 A,BEARING--6210-ZZ----,
BEARING,6306-ZZ,12,Nos,,,,,13 A,BEARING--6306-ZZ----,
BEARING,6308-ZZ,2,Nos,,,,,13C,BEARING--6308-ZZ----,
BEARING,6013-ZZ,3,Nos,,,,,13 A,BEARING--6013-ZZ----,
BEARING,6313-ZZ,1,Nos,,,,,13 A,BEARING--6313-ZZ----,
BEARING,6313,1,Nos,,,,,13 A,BEARING--6313----,
BEARING,6303-Z,2,Nos,,,,,13 C,BEARING--6303-Z----,
BEARING,6004-RS,41,Nos,,,,,13D,BEARING--6004-RS----,
BEARING,32209,3,Nos,,,,,13 C,BEARING--32209----,
BEARING,32208-A,1,Nos,,,,,13 C,BEARING--32208-A----,
BEARING,32206,2,Nos,,,,,13 C,BEARING--32206----,
BEARING,32208,4,Nos,,,,,"13 A,C",BEARING--32208----,
BEARING,6210-Z,1,Nos,,,,,13 A,BEARING--6210-Z----,
PEDSTRAL,UCP-205,14,Nos,,,,,13 D,PEDSTRAL--UCP-205----,
PEDSTRAL,UCP-207,2,Nos,,,,,13 D,PEDSTRAL--UCP-207----,
PEDSTRAL,UCP-209,4,Nos,,,,,13 D,PEDSTRAL--UCP-209----,
PEDSTRAL,UCP-208,3,Nos,,,,,13 D,PEDSTRAL--UCP-208----,
PEDSTRAL,UCF-208,5,Nos,,,,,13 D,PEDSTRAL--UCF-208----,
PEDSTRAL,UCF-205,4,Nos,,,,,13 D,PEDSTRAL--UCF-205----,
PEDSTRAL,NSK-512,2,Nos,WITHOUT BEARING,,,,13 E,PEDSTRAL--NSK-512--WITHOUT BEARING--,
PEDSTRAL,S-511,3,Nos,WITHOUT BEARING,,,,13 E,PEDSTRAL--S-511--WITHOUT BEARING--,
PEDSTRAL,NSK-506,1,Nos,WITHOUT BEARING,,,,13 E,PEDSTRAL--NSK-506--WITHOUT BEARING--,
PEDSTRAL,NSK-507,1,Nos,WITHOUT BEARING,,,,13 E,PEDSTRAL--NSK-507--WITHOUT BEARING--,
BEARING,6213,1,Nos,,,,,13 B,BEARING--6213----,
BEARING,6014,3,Nos,,,,,13 A,BEARING--6014----,
BEARING,7208-B,4,Nos,,,,,13 C,BEARING--7208-B----,
BEARING,32208,1,Nos,,,,,"13 A,C",BEARING--32208----,
BEARING,32307,1,Nos,,,,,13 C,BEARING--32307----,
BEARING,33206,3,Nos,,,,,13C,BEARING--33206----,
BEARING,32207,3,Nos,,,,,13 C,BEARING--32207----,
BEARING,32206,7,Nos,,,,,13 C,BEARING--32206----,
BEARING,6212,2,Nos,,,,,13 A,BEARING--6212----,
BEARING,51107,2,Nos,,,,,13C,BEARING--51107----,
BEARING,16006,2,Nos,,,,,13 C,BEARING--16006----,
BEARING,6005,5,Nos,,,,,13 C,BEARING--6005----,
BEARING,32212,2,Nos,,,,,13 A,BEARING--32212----,
BEARING,6306,1,Nos,,,,,13 A,BEARING--6306----,
BEARING,51206,2,Nos,,,,,13D,BEARING--51206----,
BEARING,6312,1,Nos,,,,,13 A,BEARING--6312----,
BEARING,6311,11,Nos,,,,,13 B,BEARING--6311----,
BEARING,30209,3,Nos,,,,,13 C,BEARING--30209----,
BEARING,6314,3,Nos,,,,,13 B,BEARING--6314----,
BEARING,6214,1,Nos,,,,,13 A,BEARING--6214----,
BEARING,6022,1,Nos,,,,,13 A,BEARING--6022----,
BEARING,32213-AE78,2,Nos,,,,,13 B,BEARING--32213-AE78----,
BEARING,RMS-12,2,Nos,,,,,13 C,BEARING--RMS-12----,
BEARING,MS-12,1,Nos,,,,,13 C,BEARING--MS-12----,
BEARING,6310,1,Nos,,,,,13 A,BEARING--6310----,
BEARING,RMS-18,4,Nos,,,,,13 A,BEARING--RMS-18----,
BEARING,330365-B1Q,3,Nos,,,,,13 A,BEARING--330365-B1Q----,
BEARING,32216-A,3,Nos,,,,,13 C,BEARING--32216-A----,
BEARING,32207-DY,1,Nos,,,,,13 C,BEARING--32207-DY----,
ELEC,70 Watt LED light,8,Nos,,,,,8 A,ELEC--70 Watt LED light----,
ELEC,50 Watt LED Light,7,Nos,,,,,10 D,ELEC--50 Watt LED Light----,
ELEC,Camera wire,90,MTR,,,,,9 D,ELEC--Camera wire----,
ELEC,wall Fan,2,Nos,,,,,9 TOP,ELEC--wall Fan----,
ELEC,Chamber Heater,14,Nos,,,,,6 C,ELEC--Chamber Heater----,
ELEC,TIMER,1,Nos,,,,,8B,ELEC--TIMER----,
ELEC,3 PHASE socket ,1,Nos,32 AMP,,,,8B,ELEC--3 PHASE socket --32 AMP--,
ELEC,1 phase socket,8,Nos,,,,,8B,ELEC--1 phase socket----,
ELEC, 3 pol MCB ,1,Nos,,,,,9B,ELEC-- 3 pol MCB ----,
ELEC,Limit Switch,6,Nos,,,,,8B,ELEC--Limit Switch----,
ELEC,4 Pol MCCB switch,2,Nos,200 AMP,,,,9B,ELEC--4 Pol MCCB switch--200 AMP--,
ELEC,Counter meter,9,Nos,,,,,8B,ELEC--Counter meter----,
ELEC,foot switch,3,Nos,,,,,9C,ELEC--foot switch----,
ELEC,COOLING FAN,7,Nos,,,,,8B,ELEC--COOLING FAN----,
ELEC,Starter 30 amp,2,Nos,,,,,8B,ELEC--Starter 30 amp----,
ELEC,satrter 63 amp,1,Nos,,,,,9B,ELEC--satrter 63 amp----,
ELEC,"Bulb., 15 watt clr",12,Nos,,,,,10 D,"ELEC--Bulb., 15 watt clr----",
ELEC,"Bulb., 7 watt",8,Nos,,,,,10 D,"ELEC--Bulb., 7 watt----",
ELEC,Crane remote,4,Nos,,,,,10 D,ELEC--Crane remote----,
ELEC,HAND BLOWER,1,NOS,,,,,8 D,ELEC--HAND BLOWER----,
ELEC,EXT-HTR,30,Nos,130,,,,6 D,ELEC--EXT-HTR--130--,
ELEC,EXT-HTR,32,Nos,150,,,,6 B,ELEC--EXT-HTR--150--,
ELEC,EXT-HTR,1,Nos,140,,,,6 B,ELEC--EXT-HTR--140--,
ELEC,EXT-HTR,14,Nos,160,,,,6 C,ELEC--EXT-HTR--160--,
ELEC,EXT-HTR,17,Nos,110,,,,6 A,ELEC--EXT-HTR--110--,
ELEC,EXT-HTR,5,Nos,120,,,,6 A,ELEC--EXT-HTR--120--,
ELEC,EXT-HTR,15,Nos,80,,,,6 A,ELEC--EXT-HTR--80--,
ELEC,EXT-HTR,11,Nos,100,,,,6 A,ELEC--EXT-HTR--100--,
ELEC,EXT-HTR,6,Nos,90,,,,6 A,ELEC--EXT-HTR--90--,
ELEC,EXT-HTR,8,Nos,200,,,,6 C,ELEC--EXT-HTR--200--,
ELEC,EXT-HTR,8,Nos,60,,,,6 C,ELEC--EXT-HTR--60--,
ELEC,AC VFD-2000,1,Nos,,,,,9A,ELEC--AC VFD-2000----,
ELEC,AC VFD-CIMR-ZTYA0007BAA,1,Nos,,,,,9A,ELEC--AC VFD-CIMR-ZTYA0007BAA----,
ELEC,AC VFD -037M43A,1,Nos,,,,,9A,ELEC--AC VFD -037M43A----,
ELEC,AC VFD,1,Nos,0.75 KW,,,,9A,ELEC--AC VFD--0.75 KW--,
ELEC,AC VFD,1,Nos,3.7 KW,,,,9A,ELEC--AC VFD--3.7 KW--,
ELEC,CONNECTION BOX,1,Nos,32 AMP,,,,9A,ELEC--CONNECTION BOX--32 AMP--,
ELEC,MCB,1,Nos,400 AMP,,,,9A,ELEC--MCB--400 AMP--,
ELEC,STARTER,1,Nos,,,,,9A,ELEC--STARTER----,
ELEC,CAPECITOR,1,Nos,440 VOLT,,,,9B,ELEC--CAPECITOR--440 VOLT--,
ELEC,CONNECTOR,56,Nos,16 AMP,,,,9B,ELEC--CONNECTOR--16 AMP--,
ELEC,CHNAGE OVER,2,Nos,63 AMP,,,,9B,ELEC--CHNAGE OVER--63 AMP--,
ELEC,4 POLE MCB,1,Nos,,,,,9B,ELEC--4 POLE MCB----,
ELEC,VOLT METER,5,Nos,500 VOLT,,,,9B,ELEC--VOLT METER--500 VOLT--,
ELEC,FUSE BASE,3,Nos,63 AMP,,,,9B,ELEC--FUSE BASE--63 AMP--,
ELEC,FUES,3,Nos,63 AMP,,,,9B,ELEC--FUES--63 AMP--,
ELEC,DISTRIBUTION BOARD,3,Nos,240 VOLTS,,,,9B,ELEC--DISTRIBUTION BOARD--240 VOLTS--,
ELEC,GLASS TAPE,1,Nos,,,,,9B,ELEC--GLASS TAPE----,
ELEC,VOLTAGE  REGULATER ,1,Nos,,,,,9B,ELEC--VOLTAGE  REGULATER ----,
ELEC,CONTECTOR,1,Nos,32 AMP,,,,9B,ELEC--CONTECTOR--32 AMP--,
ELEC,CONTECTOR,1,Nos,55 AMP,,,,9B,ELEC--CONTECTOR--55 AMP--,
ELEC,CONTECTOR,1,Nos,60 AMP,,,,9B,ELEC--CONTECTOR--60 AMP--,
ELEC,REALY,1,Nos,10 AMP,,,,9B,ELEC--REALY--10 AMP--,
ELEC,CONTECTOR,1,Nos,80 AMP,,,,9B,ELEC--CONTECTOR--80 AMP--,
ELEC,CONTECTOR,1,Nos,40 AMP,,,,9B,ELEC--CONTECTOR--40 AMP--,
ELEC,RELAY,1,Nos,30 AMP,,,,9B,ELEC--RELAY--30 AMP--,
ELEC,CONTECTOR,1,Nos,10 AMP,,,,9B,ELEC--CONTECTOR--10 AMP--,
ELEC,CONTECTOR,1,Nos,40 AMP,,,,9C,ELEC--CONTECTOR--40 AMP--,
ELEC,REALY,2,Nos,35 AMP,,,,9C,ELEC--REALY--35 AMP--,
ELEC,SOLDIER,1,Nos,150 WATT,,,,9C,ELEC--SOLDIER--150 WATT--,
ELEC,CABLE CLIP,1,Nos,16 MM,,,,9C,ELEC--CABLE CLIP--16 MM--,
ELEC,CABLE CLIP,1,Nos,25 MM,,,,9C,ELEC--CABLE CLIP--25 MM--,
ELEC,5 PIN FEAMLE PLUG,3,Nos,,,,,9C,ELEC--5 PIN FEAMLE PLUG----,
ELEC,SARTER HANDLE,2,Nos,,,,,9C,ELEC--SARTER HANDLE----,
ELEC,Cable ID No.,2,Nos,,,,,9C,ELEC--Cable ID No.----,
ELEC,CABLE TIE,100,Nos,200 mm,,,,8C,ELEC--CABLE TIE--200 mm--,
ELEC,CABLE TIE,200,Nos,100 mm,,,,8C,ELEC--CABLE TIE--100 mm--,
ELEC,CABLE TIE,800,Nos,300 mm,,,,8C,ELEC--CABLE TIE--300 mm--,
ELEC,SOSLENOID COIL,6,Nos,,,,,9C,ELEC--SOSLENOID COIL----,
ELEC,SENSOR,11,Nos,,,,,8C,ELEC--SENSOR----,
ELEC,THIMBLE,100,PKT,2.5 SQMM,,,,9C,ELEC--THIMBLE--2.5 SQMM--,
ELEC,THIMBLE,50, PCS,95  SQMM,,,,9C,ELEC--THIMBLE--95  SQMM--,
ELEC,THIMBLE,35, PCS,240 SQMM,,,,9C,ELEC--THIMBLE--240 SQMM--,
ELEC,THIMBLE,39, PCS,70  SQMM,,,,9C,ELEC--THIMBLE--70  SQMM--,
ELEC,THIMBLE,25, PCS,50 SQMM,,,,9C,ELEC--THIMBLE--50 SQMM--,
ELEC,THIMBLE,55, PCS,35 SQMM,,,,9C,ELEC--THIMBLE--35 SQMM--,
ELEC,THIMBLE,11, PCS,630 SQMM,,,,9C,ELEC--THIMBLE--630 SQMM--,
ELEC,THIMBLE,8, PCS,300 SQMM,,,,9C,ELEC--THIMBLE--300 SQMM--,
ELEC,"THIMBLE ""O""",8, PCS,120 SQMM,,,,9C,"ELEC--THIMBLE ""O""--120 SQMM--",
ELEC,"THIMBLE ""O""",3, PCS,95 SQMM,,,,9C,"ELEC--THIMBLE ""O""--95 SQMM--",
ELEC,THIMBLE,100, PCS,16 SQ MM,,,,9C,ELEC--THIMBLE--16 SQ MM--,
ELEC,THIMBLE,60, PCS,1.5 SQMM,,,,9C,ELEC--THIMBLE--1.5 SQMM--,
ELEC,8 CORE CABLE,100,MTR,1.5 SQ.MM,,,,9D,ELEC--8 CORE CABLE--1.5 SQ.MM--,
ELEC,4 CORE CABLE.,100,MTR,1 SQMM,,,,9D,ELEC--4 CORE CABLE.--1 SQMM--,
ELEC,3 CORE CABLE,15,MTR,1 SQMM,,,,9D,ELEC--3 CORE CABLE--1 SQMM--,
ELEC,satrter 63 amp,1,Nos,,,,,8B,ELEC--satrter 63 amp----,
ELEC,AMP METER,2,Nos,,,,,8B,ELEC--AMP METER----,
ELEC,DISTRIBUTION BOARD,1,Nos,,,,,8B,ELEC--DISTRIBUTION BOARD----,
ELEC,CONTCTOR,2,Nos,12.5 KVA,,,,8B,ELEC--CONTCTOR--12.5 KVA--,
ELEC,FUSE  ,2,Nos,250 AMP,,,,8B,ELEC--FUSE  --250 AMP--,
ELEC,FUSE,1,Nos,,,,,8B,ELEC--FUSE----,
ELEC,FUSE BASE,1,BOX,20 AMP,,,,8B,ELEC--FUSE BASE--20 AMP--,
ELEC,CONTECTOR,2,Nos,38 AMP,,,,8B,ELEC--CONTECTOR--38 AMP--,
ELEC,CONTECTOR,1,Nos,9 AMP,,,,8B,ELEC--CONTECTOR--9 AMP--,
ELEC,OL RELAY,2,Nos,,,,,8B,ELEC--OL RELAY----,
ELEC,FUSE,6,Nos,6 AMP,,,,8B,ELEC--FUSE--6 AMP--,
ELEC,FUSE,1,Nos,20 AMP,,,,9C,ELEC--FUSE--20 AMP--,
ELEC,FUSE,1,Nos,80 AMP,,,,9C,ELEC--FUSE--80 AMP--,
ELEC,FUSE,2,Nos,100 AMP,,,,9C,ELEC--FUSE--100 AMP--,
ELEC,FUSE,5,Nos,40 AMP,,,,8B,ELEC--FUSE--40 AMP--,
ELEC,TEMP CONTROLLER,3,Nos,,,,,8B,ELEC--TEMP CONTROLLER----,
ELEC,TOP PLUG,1,Nos,30 AMP,,,,8B,ELEC--TOP PLUG--30 AMP--,
ELEC,STARTER ,1,Nos,25 AMP,,,,8B,ELEC--STARTER --25 AMP--,
ELEC,PROXIMITY SENSOR,3,Nos,,,,,8B,ELEC--PROXIMITY SENSOR----,
ELEC,PUSH BUTTON,1,Nos,,,,,8B,ELEC--PUSH BUTTON----,
ELEC,SINGLE PHASE PREVENTOR ,1,Nos,,,,,8B,ELEC--SINGLE PHASE PREVENTOR ----,
ELEC,TUBE LIGHT,41,Nos,36 watt,,,,10 Top,ELEC--TUBE LIGHT--36 watt--,
ELEC,tube light stand,22,Nos,,,,,10 Top,ELEC--tube light stand----,
ELEC,Cableseprater,4,pkt,,,,,8 B,ELEC--Cableseprater----,
ELEC,Adum Block,1,Nos,,,,,9 B,ELEC--Adum Block----,
ELEC,mega ohm meter,2,Nos,,,,,10 B,ELEC--mega ohm meter----,
ELEC,Pannel,3,Nos,,,,,10 A,ELEC--Pannel----,
ELEC,Voltage Correcter,1,Nos,,,,,10 B,ELEC--Voltage Correcter----,
ELEC,MULTIMETER,3,Nos,,,,,10 B,ELEC--MULTIMETER----,
ELEC,UPS,2,Nos,,,,,10 B,ELEC--UPS----,
ELEC,HTR Bolt,9,Nos,,,,,10 B,ELEC--HTR Bolt----,
ELEC,Cable ID No.,10,Pkt,1.5 sq.mm,,,,10 B,ELEC--Cable ID No.--1.5 sq.mm--,
ELEC,Power factor controler,1,Nos,,,,,10 B,ELEC--Power factor controler----,
ELEC,Motor Contorller,1,Nos,,,,,10 B,ELEC--Motor Contorller----,
CRANE ,Rope wheel,29,Nos,,,,,10 C,CRANE --Rope wheel----,
CRANE ,Rope hang wheel,100,Nos,,,,,10 C,CRANE --Rope hang wheel----,
ELEC,Hand dril machine,2,Nos,,,,,10 C,ELEC--Hand dril machine----,
ELEC,Fuse unit,2,Nos,,,,,10 C,ELEC--Fuse unit----,
ELEC,Pennel,3,Nos,,,,,10 C,ELEC--Pennel----,
ELEC,Bulb holder,16,Nos,,,,,10 D,ELEC--Bulb holder----,
ELEC,Pennel,1,Nos,,,,,10 E,ELEC--Pennel----,
ELEC,Starter,2,Nos,,,,,10 E,ELEC--Starter----,
ELEC,Pennel,2,Nos,,,,,10 F,ELEC--Pennel----,
ELEC,Glass HR Pipe,1,pkt,,,,,8 A,ELEC--Glass HR Pipe----,
ELEC,Door Bell,2,Nos,,,,,8 C,ELEC--Door Bell----,
ELEC,Relay,4,Nos,,,,,8 C,ELEC--Relay----,
ELEC,AMP METER,6,Nos,,,,,8 C,ELEC--AMP METER----,
ELEC,Thermocupple,1,Nos,,,,,8 C,ELEC--Thermocupple----,
ELEC,Emergency Switch,9,Nos,,,,,8 C,ELEC--Emergency Switch----,
ELEC,Pennel Lock,4,Nos,,,,,8 C,ELEC--Pennel Lock----,
ELEC,On-off switch,5,Nos,,,,,8 C,ELEC--On-off switch----,
ELEC,Port,12,Nos,,,,,8 C,ELEC--Port----,
ELEC,Starter handle,3,Nos,,,,,8 C,ELEC--Starter handle----,
ELEC,Relay,4,Nos,5 Amp,,,,8 C,ELEC--Relay--5 Amp--,
ELEC,Relay,3,Nos,240 Amp,,,,8 C,ELEC--Relay--240 Amp--,
ELEC,CONTECTOR BOX,1,Nos,,,,,8 C,ELEC--CONTECTOR BOX----,
ELEC,HTR Blower,11,Nos,,,,,8 D,ELEC--HTR Blower----,
ELEC,EXT Berrel housing,3,Nos,,,,,7 A,ELEC--EXT Berrel housing----,
ELEC,Flood Light,3,Nos,70 watt,,,,7 B,ELEC--Flood Light--70 watt--,
ELEC,Flood Light,7,Nos,60 watt,,,,7 B,ELEC--Flood Light--60 watt--,
ELEC,Flood Light,1,Nos,50 watt,,,,7 C,ELEC--Flood Light--50 watt--,
ELEC,Hellogen Light,1,Nos,60 watt,,,,7 C,ELEC--Hellogen Light--60 watt--,
ELEC,Celling light,6,Nos,15 watt,,,,7C,ELEC--Celling light--15 watt--,
ELEC,Flood Light,1,Nos,60 watt,,,,7 C,ELEC--Flood Light--60 watt--,
ELEC,Flood Light,2,Nos,70 watt,,,,7 C,ELEC--Flood Light--70 watt--,
ELEC,celling Light Holder,10,Nos,,,,,7 E,ELEC--celling Light Holder----,
Ext. Die,1 Pt.,1,Nos,3.32,"3""",,,at machine,"Ext. Die--1 Pt.--3.32--3""",
Ext. Die,1 Pt.,1,Nos,2.14,"3""",,,at machine,"Ext. Die--1 Pt.--2.14--3""",
Ext. Die,1 Pt.,1,Nos,2.6,"3""",,,at machine,"Ext. Die--1 Pt.--2.6--3""",
Ext. Die,1 Pt.,1,Nos,7.63,"3""",,,at machine,"Ext. Die--1 Pt.--7.63--3""",
Ext. Die,1 Pt.,1,Nos,9.55,"3""",,,at machine,"Ext. Die--1 Pt.--9.55--3""",
Ext. Die,1 Pt.,1,Nos,15.55,"3""",,,at machine,"Ext. Die--1 Pt.--15.55--3""",
Ext. Die,1 Pt.,1,Nos,4,"3""",,,at machine,"Ext. Die--1 Pt.--4--3""",
Ext. Die,1 Pt.,1,Nos,14.5,"3""",,,at machine,"Ext. Die--1 Pt.--14.5--3""",
Ext. Die,1 Pt.,1,Nos,11.8,"3""",,,at machine,"Ext. Die--1 Pt.--11.8--3""",
Ext. Die,1 Pt.,1,Nos,25.3,"3""",,,at machine,"Ext. Die--1 Pt.--25.3--3""",
Ext. Die,1 Pt.,1,Nos,7.45,"3""",,,at machine,"Ext. Die--1 Pt.--7.45--3""",
Ext. Die,1 Pt.,1,Nos,3.8,"3""",,,at machine,"Ext. Die--1 Pt.--3.8--3""",
Ext. Die,1 Pt.,1,Nos,8.7,"3""",,,at machine,"Ext. Die--1 Pt.--8.7--3""",
Ext. Die,1 Pt.,1,Nos,7.3,"3""",,,at machine,"Ext. Die--1 Pt.--7.3--3""",
Ext. Die,1 Pt.,1,Nos,6.8,"3""",,,at machine,"Ext. Die--1 Pt.--6.8--3""",
Ext. Die,1 Pt.,1,Nos,6.2,"3""",,,at machine,"Ext. Die--1 Pt.--6.2--3""",
Ext. Die,1 Pt.,1,Nos,22.1,"3""",,,at machine,"Ext. Die--1 Pt.--22.1--3""",
Ext. Die,1 Pt.,1,Nos,10.7,"3""",,,at machine,"Ext. Die--1 Pt.--10.7--3""",
Ext. Die,1 Pt.,1,Nos,18.45,"3""",,,at machine,"Ext. Die--1 Pt.--18.45--3""",
Ext. Die,1 Pt.,1,Nos,8070,"3""",,,at machine,"Ext. Die--1 Pt.--8070--3""",
Ext. Die,1 Pt.,1,Nos,4.85,"3""",,,at machine,"Ext. Die--1 Pt.--4.85--3""",
Ext. Die,1 Pt.,1,Nos,20.52,"3""",,,at machine,"Ext. Die--1 Pt.--20.52--3""",
Ext. Die,1 Pt.,1,Nos,23.7,"3""",,,at machine,"Ext. Die--1 Pt.--23.7--3""",
Ext. Die,FLAT,1,Nos,8.80X5.42,"3""",,,at machine,"Ext. Die--FLAT--8.80X5.42--3""",
Ext. Die,FLAT,1,Nos,9.20X5.70,"3""",,,at machine,"Ext. Die--FLAT--9.20X5.70--3""",
Ext. Die,FLAT,1,Nos,7.85X4.40,"3""",,,at machine,"Ext. Die--FLAT--7.85X4.40--3""",
Ext. Die,FLAT,1,Nos,7.00X4.22,"3""",,,at machine,"Ext. Die--FLAT--7.00X4.22--3""",
Ext. Die,FLAT,1,Nos,2.7,"3""",,,at machine,"Ext. Die--FLAT--2.7--3""",
Ext. Die,2 Pt.,1,Nos,2.1,"3""",,,at machine,"Ext. Die--2 Pt.--2.1--3""",
Ext. Die,2 Pt.,1,Nos,2.7,"3""",,,at machine,"Ext. Die--2 Pt.--2.7--3""",
Ext. Die,2 Pt.,1,Nos,3.4,"3""",,,at machine,"Ext. Die--2 Pt.--3.4--3""",
Ext. Die,2 Pt.,1,Nos,2.35,"3""",,,at machine,"Ext. Die--2 Pt.--2.35--3""",
Ext. Die,2 Pt.,1,Nos,4.1,"3""",,,at machine,"Ext. Die--2 Pt.--4.1--3""",
Ext. Die,2 Pt.,1,Nos,6.3,"3""",,,at machine,"Ext. Die--2 Pt.--6.3--3""",
Ext. Die,2 Pt.,1,Nos,2.4,"3""",,,at machine,"Ext. Die--2 Pt.--2.4--3""",
Ext. Die,2 Pt.,1,Nos,3.55,"3""",,,at machine,"Ext. Die--2 Pt.--3.55--3""",
Ext. Die,2 Pt.,1,Nos,7.7,"3""",,,at machine,"Ext. Die--2 Pt.--7.7--3""",
Ext. Die,2 Pt.,1,Nos,3.8,"3""",,,at machine,"Ext. Die--2 Pt.--3.8--3""",
Ext. Die,2 Pt.,1,Nos,2.25,"3""",,,at machine,"Ext. Die--2 Pt.--2.25--3""",
Ext. Die,2 Pt.,1,Nos,2.8,"3""",,,at machine,"Ext. Die--2 Pt.--2.8--3""",
Ext. Die,2 Pt.,1,Nos,2.7,"3""",,,at machine,"Ext. Die--2 Pt.--2.7--3""",
Ext. Die,2 Pt.,1,Nos,4.8,"3""",,,at machine,"Ext. Die--2 Pt.--4.8--3""",
Ext. Die,2 Pt.,1,Nos,3.8,"3""",,,at machine,"Ext. Die--2 Pt.--3.8--3""",
Ext. Die,2 Pt.,1,Nos,4.7,"3""",,,at machine,"Ext. Die--2 Pt.--4.7--3""",
Ext. Die,2 Pt.,1,Nos,4.4,"3""",,,at machine,"Ext. Die--2 Pt.--4.4--3""",
Ext. Die,1 Pt.,1,Nos,21,"4""",,,at machine,"Ext. Die--1 Pt.--21--4""",
Ext. Die,1 Pt.,1,Nos,20.7,"4""",,,at machine,"Ext. Die--1 Pt.--20.7--4""",
Ext. Die,1 Pt.,1,Nos,20.6,"4""",,,at machine,"Ext. Die--1 Pt.--20.6--4""",
Ext. Die,1 Pt.,1,Nos,24,"4""",,,at machine,"Ext. Die--1 Pt.--24--4""",
Ext. Die,1 Pt.,1,Nos,12.9,"4""",,,at machine,"Ext. Die--1 Pt.--12.9--4""",
Ext. Die,1 Pt.,1,Nos,11.5,"4""",,,at machine,"Ext. Die--1 Pt.--11.5--4""",
Ext. Die,1 Pt.,1,Nos,12.6,"4""",,,at machine,"Ext. Die--1 Pt.--12.6--4""",
Ext. Die,1 Pt.,1,Nos,13,"4""",,,at machine,"Ext. Die--1 Pt.--13--4""",
Ext. Die,1 Pt.,1,Nos,10.3,"4""",,,at machine,"Ext. Die--1 Pt.--10.3--4""",
Ext. Die,1 Pt.,1,Nos,20.4,"4""",,,at machine,"Ext. Die--1 Pt.--20.4--4""",
Ext. Die,1 Pt.,1,Nos,16.63,"4""",,,at machine,"Ext. Die--1 Pt.--16.63--4""",
